CustomerID,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
12438.0,14,2,2906.85,79.85,44.07,44.07,2.47,Low Value Customers
12441.0,366,1,173.55,1.38,17.23,17.23,0.74,Lost Customers
12442.0,3,1,172.06,94.04,17.23,17.23,1.44,Lost Customers
12444.0,21,5,5005.46,71.65,77.11,77.11,3.81,Medium Value Customers
12445.0,22,1,133.4,70.28,17.23,17.23,1.26,Lost Customers
12446.0,57,1,1002.31,46.9,17.23,17.23,1.08,Lost Customers
12447.0,243,1,476.49,12.31,17.23,17.23,0.82,Lost Customers
12448.0,44,1,449.45,53.29,17.23,17.23,1.13,Lost Customers
12449.0,22,4,4067.29,70.28,69.85,69.85,3.5,Medium Value Customers
12450.0,156,2,197.88,23.26,44.07,44.07,2.05,Low Value Customers
12451.0,10,5,9035.52,83.64,77.11,77.11,3.9,Medium Value Customers
12452.0,16,2,430.57,77.26,44.07,44.07,2.45,Low Value Customers
12453.0,134,1,707.09,26.1,17.23,17.23,0.93,Lost Customers
12454.0,56,1,3528.34,47.48,17.23,17.23,1.09,Lost Customers
12455.0,73,6,2466.86,39.1,81.9,81.9,3.77,Medium Value Customers
12456.0,44,3,3181.04,53.29,59.54,59.54,2.93,Low Value Customers
12457.0,66,7,2363.23,42.01,85.53,85.53,3.95,Medium Value Customers
12458.0,71,2,947.4,40.33,44.07,44.07,2.18,Low Value Customers
12461.0,94,2,826.88,32.74,44.07,44.07,2.12,Low Value Customers
12462.0,18,2,1189.59,74.26,44.07,44.07,2.43,Low Value Customers
12463.0,53,4,1344.78,48.37,69.85,69.85,3.33,Medium Value Customers
12464.0,10,8,1212.05,83.64,88.3,88.3,4.38,High value Customers
12465.0,17,2,742.19,75.72,44.07,44.07,2.44,Low Value Customers
12468.0,187,2,729.54,18.88,44.07,44.07,2.01,Low Value Customers
12471.0,2,30,19788.65,96.17,99.0,99.0,4.93,Top Customers
12472.0,32,7,6572.11,60.33,85.53,85.53,4.09,High value Customers
12473.0,29,5,3928.05,63.37,77.11,77.11,3.75,Medium Value Customers
12474.0,17,18,7324.09,75.72,97.11,97.11,4.69,Top Customers
12475.0,53,1,723.38,48.37,17.23,17.23,1.09,Lost Customers
12476.0,15,11,6816.42,78.66,92.84,92.84,4.54,Top Customers
12477.0,22,6,13219.74,70.28,81.9,81.9,4.01,High value Customers
12478.0,3,1,680.99,94.04,17.23,17.23,1.44,Lost Customers
12479.0,11,1,527.2,82.02,17.23,17.23,1.35,Lost Customers
12480.0,28,4,3281.63,64.54,69.85,69.85,3.45,Medium Value Customers
12481.0,22,10,5579.82,70.28,91.62,91.62,4.42,High value Customers
12483.0,17,8,2484.98,75.72,88.3,88.3,4.32,High value Customers
12484.0,32,6,4527.32,60.33,81.9,81.9,3.93,Medium Value Customers
12488.0,9,3,1298.66,85.35,59.54,59.54,3.17,Medium Value Customers
12489.0,336,1,334.93,2.95,17.23,17.23,0.75,Lost Customers
12490.0,5,10,5417.93,90.22,91.62,91.62,4.57,Top Customers
12491.0,38,1,460.4,56.52,17.23,17.23,1.16,Lost Customers
12492.0,63,2,263.21,43.95,44.07,44.07,2.2,Low Value Customers
12493.0,165,2,433.74,22.02,44.07,44.07,2.04,Low Value Customers
12494.0,15,7,1246.1,78.66,85.53,85.53,4.22,High value Customers
12497.0,81,1,1043.1,35.85,17.23,17.23,1.0,Lost Customers
12498.0,21,3,403.7,71.65,59.54,59.54,3.07,Medium Value Customers
12500.0,23,11,4257.82,68.87,92.84,92.84,4.46,High value Customers
12501.0,336,1,2169.39,2.95,17.23,17.23,0.75,Lost Customers
12502.0,95,5,3723.87,32.4,77.11,77.11,3.52,Medium Value Customers
12504.0,18,2,482.05,74.26,44.07,44.07,2.43,Low Value Customers
12506.0,232,1,73.5,13.94,17.23,17.23,0.84,Lost Customers
12507.0,134,3,1304.81,26.1,59.54,59.54,2.73,Low Value Customers
12508.0,26,2,397.88,65.51,44.07,44.07,2.36,Low Value Customers
12509.0,284,1,176.5,7.4,17.23,17.23,0.79,Lost Customers
12510.0,142,2,982.57,25.05,44.07,44.07,2.06,Low Value Customers
12512.0,66,2,132.18,42.01,44.07,44.07,2.19,Low Value Customers
12513.0,112,1,612.29,29.56,17.23,17.23,0.95,Lost Customers
12514.0,267,1,1017.68,9.32,17.23,17.23,0.8,Lost Customers
12515.0,353,1,383.7,2.65,17.23,17.23,0.75,Lost Customers
12516.0,77,2,1312.06,37.62,44.07,44.07,2.15,Low Value Customers
12517.0,28,5,2481.6,64.54,77.11,77.11,3.76,Medium Value Customers
12518.0,0,5,2056.89,100.0,77.11,77.11,4.03,High value Customers
12519.0,63,1,330.84,43.95,17.23,17.23,1.06,Lost Customers
12520.0,79,5,2634.26,36.56,77.11,77.11,3.55,Medium Value Customers
12521.0,142,1,599.68,25.05,17.23,17.23,0.92,Lost Customers
12522.0,39,2,192.72,55.95,44.07,44.07,2.29,Low Value Customers
12523.0,19,11,1789.77,72.96,92.84,92.84,4.49,High value Customers
12524.0,9,8,4485.72,85.35,88.3,88.3,4.39,High value Customers
12526.0,0,3,1316.66,100.0,59.54,59.54,3.28,Medium Value Customers
12527.0,81,3,348.71,35.85,59.54,59.54,2.8,Low Value Customers
12528.0,9,6,1933.48,85.35,81.9,81.9,4.12,High value Customers
12530.0,59,4,1662.28,45.65,69.85,69.85,3.31,Medium Value Customers
12531.0,14,1,125.22,79.85,17.23,17.23,1.33,Lost Customers
12532.0,30,1,349.83,62.26,17.23,17.23,1.2,Lost Customers
12534.0,130,1,1089.18,26.69,17.23,17.23,0.93,Lost Customers
12535.0,91,2,716.35,33.45,44.07,44.07,2.12,Low Value Customers
12536.0,43,3,12601.83,53.96,59.54,59.54,2.94,Low Value Customers
12538.0,29,1,363.95,63.37,17.23,17.23,1.21,Lost Customers
12539.0,22,4,5568.35,70.28,69.85,69.85,3.5,Medium Value Customers
12540.0,19,17,13400.24,72.96,96.74,96.74,4.66,Top Customers
12541.0,29,3,981.18,63.37,59.54,59.54,3.01,Medium Value Customers
12544.0,36,1,372.7,57.9,17.23,17.23,1.17,Lost Customers
12545.0,75,2,1000.39,38.08,44.07,44.07,2.16,Low Value Customers
12546.0,46,2,1161.5,52.05,44.07,44.07,2.26,Low Value Customers
12547.0,197,2,207.8,17.67,44.07,44.07,2.01,Low Value Customers
12548.0,166,1,95.2,21.9,17.23,17.23,0.9,Lost Customers
12550.0,79,1,964.83,36.56,17.23,17.23,1.01,Lost Customers
12551.0,357,1,168.0,2.51,17.23,17.23,0.75,Lost Customers
12552.0,38,2,437.82,56.52,44.07,44.07,2.3,Low Value Customers
12553.0,8,10,3692.28,87.09,91.62,91.62,4.55,Top Customers
12556.0,50,2,599.56,50.51,44.07,44.07,2.25,Low Value Customers
12557.0,16,5,11990.96,77.26,77.11,77.11,3.86,Medium Value Customers
12558.0,7,1,269.96,88.84,17.23,17.23,1.4,Lost Customers
12559.0,310,2,561.71,5.26,44.07,44.07,1.91,Low Value Customers
12560.0,5,3,2134.01,90.22,59.54,59.54,3.21,Medium Value Customers
12561.0,302,1,238.85,6.05,17.23,17.23,0.78,Lost Customers
12562.0,8,7,3781.74,87.09,85.53,85.53,4.29,High value Customers
12564.0,261,1,456.9,10.31,17.23,17.23,0.81,Lost Customers
12565.0,288,1,145.92,7.1,17.23,17.23,0.79,Lost Customers
12566.0,86,1,351.65,34.63,17.23,17.23,0.99,Lost Customers
12567.0,22,10,9401.28,70.28,91.62,91.62,4.42,High value Customers
12569.0,2,32,4124.69,96.17,99.15,99.15,4.94,Top Customers
12571.0,39,2,519.61,55.95,44.07,44.07,2.29,Low Value Customers
12572.0,8,2,1020.42,87.09,44.07,44.07,2.53,Low Value Customers
12573.0,227,1,160.54,14.1,17.23,17.23,0.84,Lost Customers
12574.0,315,1,218.45,4.67,17.23,17.23,0.77,Lost Customers
12576.0,35,5,1315.83,58.68,77.11,77.11,3.72,Medium Value Customers
12577.0,35,3,626.6,58.68,59.54,59.54,2.97,Low Value Customers
12578.0,21,2,2794.51,71.65,44.07,44.07,2.41,Low Value Customers
12579.0,78,1,440.42,37.09,17.23,17.23,1.01,Lost Customers
12580.0,246,1,415.7,11.97,17.23,17.23,0.82,Lost Customers
12581.0,39,1,197.71,55.95,17.23,17.23,1.15,Lost Customers
12582.0,238,2,511.36,13.13,44.07,44.07,1.97,Low Value Customers
12583.0,2,15,7281.38,96.17,95.96,95.96,4.8,Top Customers
12584.0,3,9,2338.15,94.04,90.22,90.22,4.54,Top Customers
12585.0,234,2,2040.1,13.62,44.07,44.07,1.97,Low Value Customers
12586.0,17,1,196.94,75.72,17.23,17.23,1.3,Lost Customers
12587.0,7,1,144.0,88.84,17.23,17.23,1.4,Lost Customers
12588.0,39,1,214.9,55.95,17.23,17.23,1.15,Lost Customers
12589.0,28,2,646.68,64.54,44.07,44.07,2.36,Low Value Customers
12590.0,211,2,9864.26,16.14,44.07,44.07,1.99,Low Value Customers
12591.0,317,1,452.85,4.52,17.23,17.23,0.77,Lost Customers
12592.0,92,2,437.6,33.16,44.07,44.07,2.12,Low Value Customers
12593.0,108,3,418.1,30.14,59.54,59.54,2.76,Low Value Customers
12594.0,37,10,3338.22,57.15,91.62,91.62,4.32,High value Customers
12596.0,51,2,618.27,49.71,44.07,44.07,2.25,Low Value Customers
12597.0,19,4,3811.22,72.96,69.85,69.85,3.52,Medium Value Customers
12598.0,9,8,3023.08,85.35,88.3,88.3,4.39,High value Customers
12599.0,29,7,1032.58,63.37,85.53,85.53,4.11,High value Customers
12600.0,28,10,2599.04,64.54,91.62,91.62,4.38,High value Customers
12601.0,189,5,577.06,18.7,77.11,77.11,3.42,Medium Value Customers
12602.0,58,1,153.12,46.22,17.23,17.23,1.08,Lost Customers
12603.0,21,1,739.2,71.65,17.23,17.23,1.27,Lost Customers
12604.0,79,2,254.18,36.56,44.07,44.07,2.15,Low Value Customers
12607.0,60,1,1579.51,45.01,17.23,17.23,1.07,Lost Customers
12609.0,78,3,1126.85,37.09,59.54,59.54,2.81,Low Value Customers
12610.0,22,5,2099.54,70.28,77.11,77.11,3.8,Medium Value Customers
12611.0,52,1,1193.32,49.07,17.23,17.23,1.1,Lost Customers
12612.0,74,1,704.04,38.59,17.23,17.23,1.02,Lost Customers
12613.0,57,5,3344.38,46.9,77.11,77.11,3.63,Medium Value Customers
12614.0,277,1,315.6,8.21,17.23,17.23,0.79,Lost Customers
12615.0,2,4,2291.19,96.17,69.85,69.85,3.69,Medium Value Customers
12616.0,95,2,713.3,32.4,44.07,44.07,2.12,Low Value Customers
12617.0,29,1,352.98,63.37,17.23,17.23,1.21,Lost Customers
12618.0,21,1,177.31,71.65,17.23,17.23,1.27,Lost Customers
12619.0,16,9,3641.24,77.26,90.22,90.22,4.41,High value Customers
12620.0,14,3,1339.41,79.85,59.54,59.54,3.13,Medium Value Customers
12621.0,1,20,13689.67,98.4,97.68,97.68,4.89,Top Customers
12622.0,232,1,180.1,13.94,17.23,17.23,0.84,Lost Customers
12623.0,276,1,305.1,8.36,17.23,17.23,0.79,Lost Customers
12624.0,106,2,641.13,30.7,44.07,44.07,2.1,Low Value Customers
12625.0,211,2,2683.82,16.14,44.07,44.07,1.99,Low Value Customers
12626.0,23,9,6620.48,68.87,90.22,90.22,4.35,High value Customers
12627.0,10,7,4478.53,83.64,85.53,85.53,4.26,High value Customers
12628.0,4,3,786.46,91.87,59.54,59.54,3.22,Medium Value Customers
12630.0,9,2,1270.88,85.35,44.07,44.07,2.51,Low Value Customers
12631.0,57,1,640.5,46.9,17.23,17.23,1.08,Lost Customers
12633.0,58,4,2163.98,46.22,69.85,69.85,3.32,Medium Value Customers
12635.0,89,2,1689.18,33.7,44.07,44.07,2.13,Low Value Customers
12637.0,67,8,6002.9,41.52,88.3,88.3,4.06,High value Customers
12638.0,33,1,671.69,59.49,17.23,17.23,1.18,Lost Customers
12639.0,238,1,486.1,13.13,17.23,17.23,0.83,Lost Customers
12640.0,23,3,1174.58,68.87,59.54,59.54,3.05,Medium Value Customers
12641.0,115,1,185.9,28.91,17.23,17.23,0.95,Lost Customers
12642.0,25,3,1013.26,66.51,59.54,59.54,3.03,Medium Value Customers
12643.0,128,6,3344.64,27.11,81.9,81.9,3.68,Medium Value Customers
12644.0,129,1,477.91,26.87,17.23,17.23,0.93,Lost Customers
12645.0,33,4,1775.18,59.49,69.85,69.85,3.41,Medium Value Customers
12646.0,4,2,1346.97,91.87,44.07,44.07,2.56,Low Value Customers
12647.0,22,12,3722.82,70.28,93.96,93.96,4.52,Top Customers
12648.0,154,1,318.05,23.67,17.23,17.23,0.91,Lost Customers
12649.0,107,3,623.51,30.38,59.54,59.54,2.76,Low Value Customers
12650.0,3,1,314.44,94.04,17.23,17.23,1.44,Lost Customers
12651.0,334,1,114.0,3.07,17.23,17.23,0.76,Lost Customers
12652.0,331,1,919.98,3.37,17.23,17.23,0.76,Lost Customers
12653.0,148,2,2209.85,24.39,44.07,44.07,2.06,Low Value Customers
12654.0,10,5,601.98,83.64,77.11,77.11,3.9,Medium Value Customers
12656.0,17,5,4051.17,75.72,77.11,77.11,3.85,Medium Value Customers
12657.0,11,4,1643.18,82.02,69.85,69.85,3.58,Medium Value Customers
12658.0,18,1,686.05,74.26,17.23,17.23,1.29,Lost Customers
12659.0,29,1,91.68,63.37,17.23,17.23,1.21,Lost Customers
12660.0,11,1,245.1,82.02,17.23,17.23,1.35,Lost Customers
12662.0,0,11,3849.78,100.0,92.84,92.84,4.7,Top Customers
12664.0,8,9,4881.88,87.09,90.22,90.22,4.49,High value Customers
12665.0,324,1,63.0,3.83,17.23,17.23,0.76,Lost Customers
12667.0,58,1,620.13,46.22,17.23,17.23,1.08,Lost Customers
12668.0,11,4,3807.15,82.02,69.85,69.85,3.58,Medium Value Customers
12669.0,150,3,2744.03,24.07,59.54,59.54,2.71,Low Value Customers
12670.0,10,5,2996.05,83.64,77.11,77.11,3.9,Medium Value Customers
12672.0,329,1,225.9,3.56,17.23,17.23,0.76,Lost Customers
12673.0,5,2,610.52,90.22,44.07,44.07,2.55,Low Value Customers
12674.0,38,4,1970.6,56.52,69.85,69.85,3.39,Medium Value Customers
12676.0,24,6,1331.39,67.62,81.9,81.9,3.99,Medium Value Customers
12678.0,42,12,17628.46,54.53,93.96,93.96,4.4,High value Customers
12679.0,58,4,1113.02,46.22,69.85,69.85,3.32,Medium Value Customers
12680.0,0,4,862.81,100.0,69.85,69.85,3.72,Medium Value Customers
12681.0,14,22,13787.54,79.85,98.13,98.13,4.77,Top Customers
12682.0,3,31,12279.82,94.04,99.08,99.08,4.92,Top Customers
12683.0,4,15,8476.57,91.87,95.96,95.96,4.77,Top Customers
12684.0,7,7,2283.63,88.84,85.53,85.53,4.3,High value Customers
12685.0,28,6,2863.08,64.54,81.9,81.9,3.96,Medium Value Customers
12686.0,371,1,89.14,0.89,17.23,17.23,0.74,Lost Customers
12688.0,113,1,4873.81,29.33,17.23,17.23,0.95,Lost Customers
12689.0,25,2,1247.61,66.51,44.07,44.07,2.37,Low Value Customers
12690.0,205,1,389.01,16.62,17.23,17.23,0.86,Lost Customers
12691.0,28,6,1035.8,64.54,81.9,81.9,3.96,Medium Value Customers
12693.0,127,4,855.91,27.37,69.85,69.85,3.17,Medium Value Customers
12694.0,70,2,869.67,40.92,44.07,44.07,2.18,Low Value Customers
12695.0,7,4,582.1,88.84,69.85,69.85,3.64,Medium Value Customers
12697.0,28,3,957.59,64.54,59.54,59.54,3.01,Medium Value Customers
12700.0,7,4,4939.99,88.84,69.85,69.85,3.64,Medium Value Customers
12701.0,79,2,797.71,36.56,44.07,44.07,2.15,Low Value Customers
12702.0,19,1,219.0,72.96,17.23,17.23,1.28,Lost Customers
12703.0,71,1,283.55,40.33,17.23,17.23,1.03,Lost Customers
12704.0,7,8,2340.84,88.84,88.3,88.3,4.42,High value Customers
12705.0,15,9,6868.29,78.66,90.22,90.22,4.42,High value Customers
12707.0,291,1,603.42,6.76,17.23,17.23,0.78,Lost Customers
12708.0,29,10,2712.91,63.37,91.62,91.62,4.37,High value Customers
12709.0,15,15,9706.52,78.66,95.96,95.96,4.67,Top Customers
12710.0,96,3,1149.02,32.08,59.54,59.54,2.77,Low Value Customers
12712.0,28,13,4396.13,64.54,94.83,94.83,4.51,Top Customers
12713.0,0,1,848.55,100.0,17.23,17.23,1.48,Lost Customers
12714.0,9,5,4708.86,85.35,77.11,77.11,3.92,Medium Value Customers
12715.0,106,1,343.36,30.7,17.23,17.23,0.96,Lost Customers
12716.0,3,2,1053.49,94.04,44.07,44.07,2.58,Low Value Customers
12717.0,151,2,1030.98,23.95,44.07,44.07,2.05,Low Value Customers
12718.0,71,1,238.25,40.33,17.23,17.23,1.03,Lost Customers
12719.0,5,2,644.95,90.22,44.07,44.07,2.55,Low Value Customers
12720.0,2,25,5781.73,96.17,98.47,98.47,4.91,Top Customers
12721.0,31,6,2656.13,61.27,81.9,81.9,3.94,Medium Value Customers
12722.0,85,4,997.63,34.96,69.85,69.85,3.23,Medium Value Customers
12723.0,3,5,725.07,94.04,77.11,77.11,3.98,Medium Value Customers
12724.0,5,4,1031.41,90.22,69.85,69.85,3.65,Medium Value Customers
12725.0,371,1,427.8,0.89,17.23,17.23,0.74,Lost Customers
12726.0,28,7,2609.1,64.54,85.53,85.53,4.12,High value Customers
12727.0,10,7,3980.7,83.64,85.53,85.53,4.26,High value Customers
12728.0,71,4,836.33,40.33,69.85,69.85,3.27,Medium Value Customers
12729.0,113,1,453.01,29.33,17.23,17.23,0.95,Lost Customers
12731.0,23,12,18895.91,68.87,93.96,93.96,4.51,Top Customers
12732.0,179,1,236.26,20.03,17.23,17.23,0.88,Lost Customers
12733.0,234,1,383.95,13.62,17.23,17.23,0.83,Lost Customers
12734.0,352,1,110.4,2.68,17.23,17.23,0.75,Lost Customers
12735.0,315,2,779.57,4.67,44.07,44.07,1.91,Low Value Customers
12736.0,332,1,234.0,3.26,17.23,17.23,0.76,Lost Customers
12738.0,372,1,155.35,0.61,17.23,17.23,0.74,Lost Customers
12739.0,78,2,1013.04,37.09,44.07,44.07,2.15,Low Value Customers
12740.0,63,1,427.6,43.95,17.23,17.23,1.06,Lost Customers
12743.0,134,2,540.13,26.1,44.07,44.07,2.07,Low Value Customers
12744.0,51,7,21279.29,49.71,85.53,85.53,4.01,High value Customers
12747.0,2,11,4196.01,96.17,92.84,92.84,4.67,Top Customers
12748.0,0,210,33053.19,100.0,100.0,100.0,5.0,Top Customers
12749.0,3,5,4090.88,94.04,77.11,77.11,3.98,Medium Value Customers
12750.0,128,1,275.88,27.11,17.23,17.23,0.94,Lost Customers
12752.0,81,1,4366.78,35.85,17.23,17.23,1.0,Lost Customers
12753.0,22,6,21429.39,70.28,81.9,81.9,4.01,High value Customers
12754.0,235,3,3010.74,13.45,59.54,59.54,2.63,Low Value Customers
12755.0,280,2,3811.95,8.02,44.07,44.07,1.93,Low Value Customers
12756.0,86,1,112.08,34.63,17.23,17.23,0.99,Lost Customers
12757.0,15,13,7834.65,78.66,94.83,94.83,4.62,Top Customers
12758.0,116,2,2791.59,28.7,44.07,44.07,2.09,Low Value Customers
12759.0,52,3,1531.44,49.07,59.54,59.54,2.9,Low Value Customers
12762.0,7,2,1898.52,88.84,44.07,44.07,2.54,Low Value Customers
12763.0,138,2,494.08,25.5,44.07,44.07,2.06,Low Value Customers
12764.0,316,1,1693.88,4.6,17.23,17.23,0.77,Lost Customers
12766.0,3,7,6989.63,94.04,85.53,85.53,4.34,High value Customers
12769.0,238,1,1143.6,13.13,17.23,17.23,0.83,Lost Customers
12770.0,210,1,1351.45,16.31,17.23,17.23,0.85,Lost Customers
12772.0,59,1,892.47,45.65,17.23,17.23,1.07,Lost Customers
12775.0,17,5,1386.04,75.72,77.11,77.11,3.85,Medium Value Customers
12778.0,19,6,822.23,72.96,81.9,81.9,4.03,High value Customers
12779.0,37,8,3981.36,57.15,88.3,88.3,4.18,High value Customers
12781.0,63,2,826.74,43.95,44.07,44.07,2.2,Low Value Customers
12782.0,4,5,2330.92,91.87,77.11,77.11,3.97,Medium Value Customers
12783.0,2,6,2225.91,96.17,81.9,81.9,4.2,High value Customers
12784.0,9,2,532.82,85.35,44.07,44.07,2.51,Low Value Customers
12785.0,364,1,311.95,1.79,17.23,17.23,0.75,Lost Customers
12787.0,9,3,463.66,85.35,59.54,59.54,3.17,Medium Value Customers
12789.0,65,1,91.85,42.58,17.23,17.23,1.05,Lost Customers
12790.0,192,1,324.92,18.22,17.23,17.23,0.87,Lost Customers
12791.0,373,1,192.6,0.21,17.23,17.23,0.73,Lost Customers
12792.0,256,1,400.54,10.85,17.23,17.23,0.81,Lost Customers
12793.0,334,2,545.48,3.07,44.07,44.07,1.9,Low Value Customers
12794.0,53,2,860.41,48.37,44.07,44.07,2.24,Low Value Customers
12795.0,18,1,430.48,74.26,17.23,17.23,1.29,Lost Customers
12797.0,365,1,254.03,1.61,17.23,17.23,0.74,Lost Customers
12798.0,10,3,6977.04,83.64,59.54,59.54,3.16,Medium Value Customers
12802.0,186,1,427.58,19.03,17.23,17.23,0.87,Lost Customers
12808.0,36,3,483.65,57.9,59.54,59.54,2.96,Low Value Customers
12809.0,177,1,489.31,20.3,17.23,17.23,0.88,Lost Customers
12811.0,260,3,514.85,10.54,59.54,59.54,2.61,Low Value Customers
12812.0,44,1,229.64,53.29,17.23,17.23,1.13,Lost Customers
12814.0,101,1,125.92,31.32,17.23,17.23,0.97,Lost Customers
12815.0,147,2,1063.46,24.56,44.07,44.07,2.06,Low Value Customers
12816.0,95,2,572.2,32.4,44.07,44.07,2.12,Low Value Customers
12817.0,281,1,166.04,7.84,17.23,17.23,0.79,Lost Customers
12818.0,261,1,1542.08,10.31,17.23,17.23,0.81,Lost Customers
12820.0,3,4,942.34,94.04,69.85,69.85,3.67,Medium Value Customers
12821.0,214,1,92.72,15.56,17.23,17.23,0.85,Lost Customers
12822.0,70,2,948.88,40.92,44.07,44.07,2.18,Low Value Customers
