CustomerID,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
13064.0,12,4,1105.59,80.65,69.83,69.83,3.57,Medium Value Customer
13065.0,373,1,205.86,0.22,17.24,17.24,0.73,Lost Customers
13066.0,24,2,470.8,67.63,43.98,43.98,2.38,Low Value Customers
13067.0,82,1,115.46,35.56,17.24,17.24,1.0,Lost Customers
13068.0,10,2,344.0,83.58,43.98,43.98,2.5,Low Value Customers
13069.0,0,24,4431.44,100.0,98.34,98.34,4.93,Top Customers
13070.0,192,1,228.8,18.12,17.24,17.24,0.87,Lost Customers
13072.0,266,1,177.15,9.24,17.24,17.24,0.8,Lost Customers
13075.0,129,1,919.61,26.91,17.24,17.24,0.93,Lost Customers
13077.0,1,4,728.02,98.39,69.83,69.83,3.71,Medium Value Customer
13078.0,3,26,12627.94,93.96,98.65,98.65,4.9,Top Customers
13079.0,4,5,220.1,91.79,77.07,77.07,3.96,Medium Value Customer
13080.0,179,1,58.08,19.96,17.24,17.24,0.88,Lost Customers
13081.0,11,11,28337.38,81.94,92.74,92.74,4.56,Top Customers
13082.0,126,9,3613.63,27.6,90.18,90.18,4.04,High value Customer
13083.0,4,2,303.75,91.79,43.98,43.98,2.56,Low Value Customers
13085.0,157,2,416.08,23.11,43.98,43.98,2.04,Low Value Customers
13089.0,2,97,58762.08,96.08,99.95,99.95,4.97,Top Customers
13090.0,8,14,8910.82,86.99,95.37,95.37,4.71,Top Customers
13091.0,28,1,345.82,64.54,17.24,17.24,1.22,Lost Customers
13092.0,70,5,477.83,40.72,77.07,77.07,3.58,Medium Value Customer
13093.0,275,8,7832.47,8.14,88.29,88.29,3.81,Medium Value Customer
13094.0,21,12,1927.32,71.49,93.88,93.88,4.53,Top Customers
13095.0,70,1,74.4,40.72,17.24,17.24,1.04,Lost Customers
13097.0,32,10,6003.22,60.32,91.55,91.55,4.34,High value Customer
13098.0,1,28,28882.44,98.39,98.89,98.89,4.94,Top Customers
13099.0,99,1,207.36,31.68,17.24,17.24,0.97,Lost Customers
13101.0,234,1,101.19,13.45,17.24,17.24,0.83,Lost Customers
13102.0,1,24,6424.09,98.39,98.34,98.34,4.92,Top Customers
13103.0,39,1,243.94,55.98,17.24,17.24,1.15,Lost Customers
13104.0,3,6,1098.48,93.96,81.85,81.85,4.18,High value Customer
13106.0,133,1,76.5,26.4,17.24,17.24,0.93,Lost Customers
13107.0,44,4,1531.62,53.28,69.83,69.83,3.37,Medium Value Customer
13108.0,372,1,350.06,0.64,17.24,17.24,0.74,Lost Customers
13109.0,59,2,786.54,45.59,43.98,43.98,2.21,Low Value Customers
13110.0,31,7,1488.67,61.31,85.53,85.53,4.09,High value Customer
13113.0,0,24,12245.96,100.0,98.34,98.34,4.93,Top Customers
13115.0,11,4,2294.78,81.94,69.83,69.83,3.58,Medium Value Customer
13116.0,138,1,501.14,25.55,17.24,17.24,0.92,Lost Customers
13117.0,21,8,984.91,71.49,88.29,88.29,4.29,High value Customer
13118.0,19,5,1197.81,72.77,77.07,77.07,3.82,Medium Value Customer
13120.0,238,1,30.6,13.0,17.24,17.24,0.83,Lost Customers
13121.0,269,1,283.73,8.69,17.24,17.24,0.8,Lost Customers
13122.0,94,2,922.39,32.67,43.98,43.98,2.11,Low Value Customers
13124.0,89,3,3756.33,33.63,59.42,59.42,2.78,Low Value Customers
13126.0,4,8,2099.64,91.79,88.29,88.29,4.44,High value Customer
13127.0,77,1,259.17,37.43,17.24,17.24,1.01,Lost Customers
13130.0,94,1,64.0,32.67,17.24,17.24,0.98,Lost Customers
13131.0,23,3,1073.3,68.92,59.42,59.42,3.04,Medium Value Customer
13132.0,261,1,77.3,10.04,17.24,17.24,0.81,Lost Customers
13133.0,273,2,109.8,8.47,43.98,43.98,1.93,Low Value Customers
13134.0,85,4,1793.58,34.95,69.83,69.83,3.23,Medium Value Customer
13135.0,196,1,3096.0,17.76,17.24,17.24,0.87,Lost Customers
13136.0,56,5,2607.61,47.29,77.07,77.07,3.63,Medium Value Customer
13137.0,10,8,3603.29,83.58,88.29,88.29,4.38,High value Customer
13138.0,22,6,962.39,70.25,81.85,81.85,4.01,High value Customer
13139.0,16,7,5064.94,77.1,85.53,85.53,4.21,High value Customer
13140.0,108,3,422.47,30.11,59.42,59.42,2.75,Low Value Customers
13141.0,84,5,2388.75,35.33,77.07,77.07,3.54,Medium Value Customer
13142.0,19,1,307.09,72.77,17.24,17.24,1.28,Lost Customers
13144.0,332,1,110.95,3.16,17.24,17.24,0.76,Lost Customers
13145.0,39,4,618.52,55.98,69.83,69.83,3.39,Medium Value Customer
13146.0,26,1,228.91,65.45,17.24,17.24,1.22,Lost Customers
13147.0,10,4,712.8,83.58,69.83,69.83,3.59,Medium Value Customer
13148.0,29,12,3683.26,63.49,93.88,93.88,4.47,High value Customer
13149.0,14,4,1676.06,79.64,69.83,69.83,3.57,Medium Value Customer
13151.0,295,1,1257.87,6.35,17.24,17.24,0.78,Lost Customers
13153.0,5,1,486.22,90.13,17.24,17.24,1.41,Lost Customers
13155.0,33,4,971.76,59.48,69.83,69.83,3.41,Medium Value Customer
13157.0,49,4,1741.22,51.11,69.83,69.83,3.35,Medium Value Customer
13158.0,94,4,1201.06,32.67,69.83,69.83,3.21,Medium Value Customer
13159.0,8,4,1429.35,86.99,69.83,69.83,3.62,Medium Value Customer
13160.0,22,1,91.8,70.25,17.24,17.24,1.26,Lost Customers
13161.0,313,1,112.75,4.54,17.24,17.24,0.77,Lost Customers
13162.0,122,4,1688.29,28.02,69.83,69.83,3.18,Medium Value Customer
13165.0,46,2,1021.48,52.0,43.98,43.98,2.26,Low Value Customers
13166.0,283,1,417.2,7.23,17.24,17.24,0.79,Lost Customers
13167.0,18,4,791.33,74.06,69.83,69.83,3.52,Medium Value Customer
13168.0,36,4,1299.59,57.91,69.83,69.83,3.4,Medium Value Customer
13169.0,63,2,712.88,43.85,43.98,43.98,2.2,Low Value Customers
13170.0,26,1,108.81,65.45,17.24,17.24,1.22,Lost Customers
13171.0,21,3,468.41,71.49,59.42,59.42,3.06,Medium Value Customer
13173.0,4,2,353.65,91.79,43.98,43.98,2.56,Low Value Customers
13174.0,16,3,2742.82,77.1,59.42,59.42,3.1,Medium Value Customer
13176.0,46,1,481.49,52.0,17.24,17.24,1.12,Lost Customers
13177.0,64,1,282.45,43.16,17.24,17.24,1.06,Lost Customers
13178.0,26,11,5725.47,65.45,92.74,92.74,4.43,High value Customer
13182.0,45,1,121.18,52.67,17.24,17.24,1.13,Lost Customers
13183.0,7,9,3957.78,88.77,90.18,90.18,4.5,High value Customer
13184.0,14,10,1668.95,79.64,91.55,91.55,4.49,High value Customer
13185.0,267,1,71.4,9.0,17.24,17.24,0.8,Lost Customers
13186.0,39,3,1575.89,55.98,59.42,59.42,2.95,Low Value Customers
13187.0,337,1,236.02,2.84,17.24,17.24,0.75,Lost Customers
13188.0,11,1,114.6,81.94,17.24,17.24,1.35,Lost Customers
13189.0,18,2,260.68,74.06,43.98,43.98,2.42,Low Value Customers
13192.0,95,2,911.94,32.36,43.98,43.98,2.11,Low Value Customers
13193.0,61,1,112.08,44.33,17.24,17.24,1.07,Lost Customers
13194.0,135,1,60.7,25.95,17.24,17.24,0.93,Lost Customers
13196.0,11,4,1797.78,81.94,69.83,69.83,3.58,Medium Value Customer
13198.0,10,6,3401.24,83.58,81.85,81.85,4.11,High value Customer
13199.0,3,38,9817.12,93.96,99.43,99.43,4.93,Top Customers
13200.0,19,4,870.09,72.77,69.83,69.83,3.51,Medium Value Customer
13203.0,9,4,869.46,85.25,69.83,69.83,3.61,Medium Value Customer
13207.0,15,2,250.26,78.48,43.98,43.98,2.46,Low Value Customers
13208.0,58,6,1217.65,46.12,81.85,81.85,3.82,Medium Value Customer
13209.0,30,8,5891.61,62.38,88.29,88.29,4.22,High value Customer
13210.0,93,1,353.48,32.85,17.24,17.24,0.98,Lost Customers
13211.0,10,3,1095.42,83.58,59.42,59.42,3.15,Medium Value Customer
13212.0,19,3,786.83,72.77,59.42,59.42,3.07,Medium Value Customer
13213.0,56,5,1520.58,47.29,77.07,77.07,3.63,Medium Value Customer
13216.0,267,1,333.74,9.0,17.24,17.24,0.8,Lost Customers
13217.0,122,3,533.98,28.02,59.42,59.42,2.74,Low Value Customers
13218.0,127,1,62.64,27.37,17.24,17.24,0.94,Lost Customers
13220.0,78,4,819.29,36.92,69.83,69.83,3.24,Medium Value Customer
13221.0,240,2,847.41,12.62,43.98,43.98,1.96,Low Value Customers
13223.0,200,2,163.2,17.08,43.98,43.98,2.0,Low Value Customers
13224.0,60,2,2155.95,44.94,43.98,43.98,2.21,Low Value Customers
13225.0,3,7,6463.84,93.96,85.53,85.53,4.34,High value Customer
13226.0,273,1,108.21,8.47,17.24,17.24,0.8,Lost Customers
13227.0,201,1,257.7,16.92,17.24,17.24,0.86,Lost Customers
13228.0,81,1,358.0,35.83,17.24,17.24,1.0,Lost Customers
13229.0,225,1,160.95,14.18,17.24,17.24,0.84,Lost Customers
13230.0,4,14,2755.63,91.79,95.37,95.37,4.74,Top Customers
13232.0,12,7,1328.35,80.65,85.53,85.53,4.24,High value Customer
13233.0,74,2,605.12,38.41,43.98,43.98,2.16,Low Value Customers
13235.0,212,1,1031.07,15.78,17.24,17.24,0.85,Lost Customers
13236.0,24,2,744.85,67.63,43.98,43.98,2.38,Low Value Customers
13238.0,17,4,700.73,75.53,69.83,69.83,3.53,Medium Value Customer
13239.0,261,1,329.56,10.04,17.24,17.24,0.81,Lost Customers
13240.0,96,4,663.65,32.07,69.83,69.83,3.21,Medium Value Customer
13242.0,112,3,270.4,29.6,59.42,59.42,2.75,Low Value Customers
13243.0,203,1,585.12,16.76,17.24,17.24,0.86,Lost Customers
13244.0,92,1,121.74,33.09,17.24,17.24,0.98,Lost Customers
13245.0,50,1,430.5,50.38,17.24,17.24,1.11,Lost Customers
13246.0,18,6,1961.52,74.06,81.85,81.85,4.03,High value Customer
13247.0,17,4,501.12,75.53,69.83,69.83,3.53,Medium Value Customer
13248.0,124,2,465.68,27.74,43.98,43.98,2.08,Low Value Customers
13249.0,92,3,711.41,33.09,59.42,59.42,2.77,Low Value Customers
13253.0,156,2,1030.4,23.37,43.98,43.98,2.04,Low Value Customers
13255.0,9,2,399.51,85.25,43.98,43.98,2.51,Low Value Customers
13256.0,14,1,0.0,79.64,17.24,17.24,1.33,Lost Customers
13258.0,11,3,672.83,81.94,59.42,59.42,3.14,Medium Value Customer
13259.0,61,1,283.18,44.33,17.24,17.24,1.07,Lost Customers
13260.0,61,1,557.62,44.33,17.24,17.24,1.07,Lost Customers
13261.0,268,2,944.1,8.83,43.98,43.98,1.94,Low Value Customers
13262.0,263,1,200.29,9.69,17.24,17.24,0.81,Lost Customers
13263.0,1,35,7436.93,98.39,99.31,99.31,4.96,Top Customers
13265.0,53,5,2092.66,48.21,77.07,77.07,3.64,Medium Value Customer
13266.0,11,12,3834.26,81.94,93.88,93.88,4.6,Top Customers
13267.0,2,19,4521.49,96.08,97.39,97.39,4.86,Top Customers
13268.0,17,11,3174.75,75.53,92.74,92.74,4.51,Top Customers
13269.0,1,15,5343.28,98.39,95.92,95.92,4.81,Top Customers
13270.0,366,1,590.0,1.39,17.24,17.24,0.74,Lost Customers
13271.0,37,1,211.49,57.15,17.24,17.24,1.16,Lost Customers
13272.0,31,2,276.56,61.31,43.98,43.98,2.33,Low Value Customers
13273.0,113,1,138.98,29.39,17.24,17.24,0.95,Lost Customers
13276.0,63,2,590.93,43.85,43.98,43.98,2.2,Low Value Customers
13277.0,15,4,258.4,78.48,69.83,69.83,3.56,Medium Value Customer
13278.0,40,1,542.73,55.25,17.24,17.24,1.15,Lost Customers
13279.0,78,1,137.75,36.92,17.24,17.24,1.01,Lost Customers
13280.0,122,3,798.46,28.02,59.42,59.42,2.74,Low Value Customers
13282.0,18,3,1132.14,74.06,59.42,59.42,3.08,Medium Value Customer
13283.0,59,2,93.66,45.59,43.98,43.98,2.21,Low Value Customers
13284.0,330,1,201.19,3.35,17.24,17.24,0.76,Lost Customers
13285.0,23,4,2709.12,68.92,69.83,69.83,3.48,Medium Value Customer
13291.0,155,1,361.11,23.58,17.24,17.24,0.91,Lost Customers
13292.0,38,2,578.94,56.52,43.98,43.98,2.29,Low Value Customers
13294.0,189,2,873.74,18.62,43.98,43.98,2.01,Low Value Customers
13295.0,359,1,201.2,2.23,17.24,17.24,0.75,Lost Customers
13296.0,137,1,87.4,25.78,17.24,17.24,0.93,Lost Customers
13297.0,7,4,2089.85,88.77,69.83,69.83,3.63,Medium Value Customer
13298.0,1,1,360.0,98.39,17.24,17.24,1.47,Lost Customers
13299.0,268,1,142.5,8.83,17.24,17.24,0.8,Lost Customers
13300.0,169,1,371.89,21.66,17.24,17.24,0.9,Lost Customers
13301.0,103,4,618.09,31.12,69.83,69.83,3.2,Medium Value Customer
13302.0,155,1,63.75,23.58,17.24,17.24,0.91,Lost Customers
13304.0,351,1,300.42,2.71,17.24,17.24,0.75,Lost Customers
13305.0,4,10,2000.86,91.79,91.55,91.55,4.58,Top Customers
13307.0,120,1,15.0,28.25,17.24,17.24,0.94,Lost Customers
13308.0,22,3,1385.51,70.25,59.42,59.42,3.05,Medium Value Customer
13309.0,7,5,1456.79,88.77,77.07,77.07,3.94,Medium Value Customer
13310.0,28,3,1132.03,64.54,59.42,59.42,3.01,Medium Value Customer
13311.0,4,2,598.57,91.79,43.98,43.98,2.56,Low Value Customers
13313.0,22,5,1555.32,70.25,77.07,77.07,3.8,Medium Value Customer
13314.0,1,3,775.94,98.39,59.42,59.42,3.26,Medium Value Customer
13316.0,37,4,5732.93,57.15,69.83,69.83,3.4,Medium Value Customer
13317.0,66,6,2273.68,41.84,81.85,81.85,3.79,Medium Value Customer
13318.0,1,3,640.76,98.39,59.42,59.42,3.26,Medium Value Customer
13319.0,5,26,10845.55,90.13,98.65,98.65,4.87,Top Customers
13320.0,78,4,1532.2,36.92,69.83,69.83,3.24,Medium Value Customer
13321.0,72,2,567.36,39.51,43.98,43.98,2.17,Low Value Customers
13322.0,17,1,199.48,75.53,17.24,17.24,1.3,Lost Customers
13323.0,3,5,787.85,93.96,77.07,77.07,3.98,Medium Value Customer
13324.0,36,10,7121.95,57.91,91.55,91.55,4.33,High value Customer
13325.0,81,1,675.3,35.83,17.24,17.24,1.0,Lost Customers
13327.0,38,8,3627.77,56.52,88.29,88.29,4.18,High value Customer
13328.0,316,1,1308.48,4.47,17.24,17.24,0.77,Lost Customers
13329.0,31,2,789.0,61.31,43.98,43.98,2.33,Low Value Customers
13330.0,92,3,1140.93,33.09,59.42,59.42,2.77,Low Value Customers
13332.0,14,1,350.9,79.64,17.24,17.24,1.33,Lost Customers
13334.0,82,3,3502.32,35.56,59.42,59.42,2.79,Low Value Customers
13336.0,77,1,795.12,37.43,17.24,17.24,1.01,Lost Customers
